,PRICE TYPE,DATE,PERIOD,PRICE ($/MWh),DEMAND (MW)
416,USEP,09 Jun 2005,33,115.21,5202.929
417,USEP,09 Jun 2005,34,117.26,5165.122
418,USEP,09 Jun 2005,35,104.3,5091.015
419,USEP,09 Jun 2005,36,102.76,4949.101
420,USEP,09 Jun 2005,37,88.8,4839.324
421,USEP,09 Jun 2005,38,88.79,4830.661
422,USEP,09 Jun 2005,39,89.28,4845.944
423,USEP,09 Jun 2005,40,88.77,4814.399
424,USEP,09 Jun 2005,41,127.33,4772.771
425,USEP,09 Jun 2005,42,127.92,4709.622
426,USEP,09 Jun 2005,43,128.28,4638.123
427,USEP,09 Jun 2005,44,123.19,4555.422
428,USEP,09 Jun 2005,45,98.49,4451.51
429,USEP,09 Jun 2005,46,98.5,4370.767
430,USEP,09 Jun 2005,47,88.69,4283.633
431,USEP,09 Jun 2005,48,88.52,4152.475
432,USEP,10 Jun 2005,1,88.52,4029.676
433,USEP,10 Jun 2005,2,125.35,3955.295
434,USEP,10 Jun 2005,3,130.45,3978.425
435,USEP,10 Jun 2005,4,122.21,3889.9
436,USEP,10 Jun 2005,5,118.07,3837.332
437,USEP,10 Jun 2005,6,118.06,3804.177
438,USEP,10 Jun 2005,7,115.08,3781.29
439,USEP,10 Jun 2005,8,92.53,3760.59
440,USEP,10 Jun 2005,9,91.5,3743.011
441,USEP,10 Jun 2005,10,92.51,3750.099
442,USEP,10 Jun 2005,11,115.05,3770.655
443,USEP,10 Jun 2005,12,119.11,3838.997
444,USEP,10 Jun 2005,13,125.25,3939.953
445,USEP,10 Jun 2005,14,130.47,4025.67
446,USEP,10 Jun 2005,15,88.59,4150.85
447,USEP,10 Jun 2005,16,98.5,4399.832
448,USEP,10 Jun 2005,17,125.26,4693.464
449,USEP,10 Jun 2005,18,109.38,4912.681
450,USEP,10 Jun 2005,19,115.03,5009.765
451,USEP,10 Jun 2005,20,105.94,5069.092
452,USEP,10 Jun 2005,21,103.57,5151.45
453,USEP,10 Jun 2005,22,104.3,5213.396
454,USEP,10 Jun 2005,23,102.96,5236.119
455,USEP,10 Jun 2005,24,103.56,5182.179
456,USEP,10 Jun 2005,25,102.96,5144.715
457,USEP,10 Jun 2005,26,102.49,5143.612
458,USEP,10 Jun 2005,27,103.32,5212.228
459,USEP,10 Jun 2005,28,103.49,5218.878
460,USEP,10 Jun 2005,29,104.27,5229.151
461,USEP,10 Jun 2005,30,309.37,5208.943
462,USEP,10 Jun 2005,31,302.78,5214.638
463,USEP,10 Jun 2005,32,303.08,5218.664
464,USEP,10 Jun 2005,33,176.01,5214.847
465,USEP,10 Jun 2005,34,298.24,5162.001
466,USEP,10 Jun 2005,35,147.05,5051.573
467,USEP,10 Jun 2005,36,102.02,4890.604
468,USEP,10 Jun 2005,37,97.99,4805.314
469,USEP,10 Jun 2005,38,98.81,4822.858
470,USEP,10 Jun 2005,39,100.67,4831.879
471,USEP,10 Jun 2005,40,97.86,4794.301
472,USEP,10 Jun 2005,41,121.33,4737.026
473,USEP,10 Jun 2005,42,156.68,4689.791
474,USEP,10 Jun 2005,43,137.15,4618.447
475,USEP,10 Jun 2005,44,122.17,4532.908
476,USEP,10 Jun 2005,45,105.91,4455.819
477,USEP,10 Jun 2005,46,101.95,4380.707
478,USEP,10 Jun 2005,47,98.49,4315.764
479,USEP,10 Jun 2005,48,88.69,4236.458
480,USEP,11 Jun 2005,1,98.46,4158.359
481,USEP,11 Jun 2005,2,130.49,4086.021
482,USEP,11 Jun 2005,3,123.53,4037.971
483,USEP,11 Jun 2005,4,117.3,3969.907
484,USEP,11 Jun 2005,5,130.16,3919.675
485,USEP,11 Jun 2005,6,123.2,3877.544
486,USEP,11 Jun 2005,7,121.15,3841.288
487,USEP,11 Jun 2005,8,119.12,3814.768
488,USEP,11 Jun 2005,9,130.63,3787.965
489,USEP,11 Jun 2005,10,274.8,3766.793
490,USEP,11 Jun 2005,11,92.5,3767.951
491,USEP,11 Jun 2005,12,130.73,3798.477
492,USEP,11 Jun 2005,13,132.23,3836.159
493,USEP,11 Jun 2005,14,134.33,3885.024
494,USEP,11 Jun 2005,15,96.45,3953.67
495,USEP,11 Jun 2005,16,106.88,4123.331
496,USEP,11 Jun 2005,17,106.9,4323.96
497,USEP,11 Jun 2005,18,122.16,4459.367
498,USEP,11 Jun 2005,19,122.18,4544.851
499,USEP,11 Jun 2005,20,124.26,4616.275
500,USEP,11 Jun 2005,21,126.45,4701.829
501,USEP,11 Jun 2005,22,120.19,4738.07
502,USEP,11 Jun 2005,23,117.15,4728.349
503,USEP,11 Jun 2005,24,115.07,4696.516
504,USEP,11 Jun 2005,25,114.07,4653.6
505,USEP,11 Jun 2005,26,120.24,4600.868
506,USEP,11 Jun 2005,27,117.14,4548.947
507,USEP,11 Jun 2005,28,115.07,4504.142
508,USEP,11 Jun 2005,29,112.07,4472.528
509,USEP,11 Jun 2005,30,112.06,4433.608
510,USEP,11 Jun 2005,31,106.9,4391.025
511,USEP,11 Jun 2005,32,106.9,4352.06
512,USEP,11 Jun 2005,33,93.1,4325.953
513,USEP,11 Jun 2005,34,87.64,4286.69
514,USEP,11 Jun 2005,35,96.47,4241.005
515,USEP,11 Jun 2005,36,97.0,4190.406
516,USEP,11 Jun 2005,37,101.07,4211.339
517,USEP,11 Jun 2005,38,106.89,4282.361
518,USEP,11 Jun 2005,39,115.83,4340.619
519,USEP,11 Jun 2005,40,116.04,4351.255
520,USEP,11 Jun 2005,41,115.84,4343.273
521,USEP,11 Jun 2005,42,115.09,4333.403
522,USEP,11 Jun 2005,43,115.07,4322.101
523,USEP,11 Jun 2005,44,111.08,4291.908
524,USEP,11 Jun 2005,45,101.19,4242.089
525,USEP,11 Jun 2005,46,115.78,4205.256
526,USEP,11 Jun 2005,47,101.21,4147.286
527,USEP,11 Jun 2005,48,96.35,4060.689
528,USEP,12 Jun 2005,1,135.76,3970.647
529,USEP,12 Jun 2005,2,122.23,3904.939
530,USEP,12 Jun 2005,3,113.14,3868.862
531,USEP,12 Jun 2005,4,119.17,3809.679
532,USEP,12 Jun 2005,5,93.48,3762.126
533,USEP,12 Jun 2005,6,87.5,3720.07
534,USEP,12 Jun 2005,7,87.39,3686.279
535,USEP,12 Jun 2005,8,87.38,3648.527
536,USEP,12 Jun 2005,9,87.5,3618.344
537,USEP,12 Jun 2005,10,135.9,3605.646
538,USEP,12 Jun 2005,11,135.9,3600.442
539,USEP,12 Jun 2005,12,136.0,3613.225
540,USEP,12 Jun 2005,13,135.73,3629.7
541,USEP,12 Jun 2005,14,100.8,3629.835
542,USEP,12 Jun 2005,15,100.8,3616.793
543,USEP,12 Jun 2005,16,93.76,3651.111
544,USEP,12 Jun 2005,17,100.8,3722.6
545,USEP,12 Jun 2005,18,101.98,3806.488
546,USEP,12 Jun 2005,19,101.98,3864.592
547,USEP,12 Jun 2005,20,105.86,3915.371
548,USEP,12 Jun 2005,21,123.29,3969.221
549,USEP,12 Jun 2005,22,124.2,4020.462
550,USEP,12 Jun 2005,23,96.77,4007.922
551,USEP,12 Jun 2005,24,96.77,4001.213
552,USEP,12 Jun 2005,25,96.78,4003.444
553,USEP,12 Jun 2005,26,96.76,4004.17
554,USEP,12 Jun 2005,27,96.76,3996.809
555,USEP,12 Jun 2005,28,96.76,3997.446
556,USEP,12 Jun 2005,29,96.76,4005.79
557,USEP,12 Jun 2005,30,96.76,4005.308
558,USEP,12 Jun 2005,31,98.78,3994.826
559,USEP,12 Jun 2005,32,98.78,3990.095
560,USEP,12 Jun 2005,33,97.78,3977.615
561,USEP,12 Jun 2005,34,98.78,3971.254
562,USEP,12 Jun 2005,35,97.78,3951.935
563,USEP,12 Jun 2005,36,97.77,3935.887
564,USEP,12 Jun 2005,37,98.79,3971.547
565,USEP,12 Jun 2005,38,97.79,4082.691
566,USEP,12 Jun 2005,39,98.8,4175.396
567,USEP,12 Jun 2005,40,98.81,4189.516
568,USEP,12 Jun 2005,41,98.81,4198.169
569,USEP,12 Jun 2005,42,99.81,4210.152
570,USEP,12 Jun 2005,43,98.83,4210.142
571,USEP,12 Jun 2005,44,98.83,4178.224
572,USEP,12 Jun 2005,45,98.49,4132.316
573,USEP,12 Jun 2005,46,97.84,4096.711
574,USEP,12 Jun 2005,47,98.84,4047.971
575,USEP,12 Jun 2005,48,127.01,3974.489
576,USEP,13 Jun 2005,1,105.82,3886.127
577,USEP,13 Jun 2005,2,105.9,3813.009
578,USEP,13 Jun 2005,3,105.89,3775.848
579,USEP,13 Jun 2005,4,101.04,3722.003
580,USEP,13 Jun 2005,5,101.02,3681.195
581,USEP,13 Jun 2005,6,112.98,3648.86
582,USEP,13 Jun 2005,7,133.18,3621.564
583,USEP,13 Jun 2005,8,105.83,3596.198
584,USEP,13 Jun 2005,9,99.78,3594.418
585,USEP,13 Jun 2005,10,99.78,3604.741
586,USEP,13 Jun 2005,11,99.77,3624.044
587,USEP,13 Jun 2005,12,99.78,3692.71
588,USEP,13 Jun 2005,13,112.04,3794.52
589,USEP,13 Jun 2005,14,113.02,3913.164
590,USEP,13 Jun 2005,15,98.08,4098.411
591,USEP,13 Jun 2005,16,101.06,4386.726
592,USEP,13 Jun 2005,17,125.21,4668.082
593,USEP,13 Jun 2005,18,109.08,4880.127
594,USEP,13 Jun 2005,19,117.18,4988.752
595,USEP,13 Jun 2005,20,119.47,5056.736
596,USEP,13 Jun 2005,21,137.75,5109.269
597,USEP,13 Jun 2005,22,119.63,5152.558
598,USEP,13 Jun 2005,23,118.69,5145.511
599,USEP,13 Jun 2005,24,118.45,5079.574
600,USEP,13 Jun 2005,25,117.19,5067.516
601,USEP,13 Jun 2005,26,120.24,5121.605
602,USEP,13 Jun 2005,27,130.34,5185.002
603,USEP,13 Jun 2005,28,124.27,5209.191
604,USEP,13 Jun 2005,29,118.46,5171.623
605,USEP,13 Jun 2005,30,118.49,5166.191
606,USEP,13 Jun 2005,31,114.14,5153.05
607,USEP,13 Jun 2005,32,113.35,5195.275
608,USEP,13 Jun 2005,33,106.07,5174.217
609,USEP,13 Jun 2005,34,105.9,5111.7
610,USEP,13 Jun 2005,35,102.22,5034.58
611,USEP,13 Jun 2005,36,99.92,4892.324
612,USEP,13 Jun 2005,37,97.85,4766.777
613,USEP,13 Jun 2005,38,96.85,4766.414
614,USEP,13 Jun 2005,39,96.86,4786.567
615,USEP,13 Jun 2005,40,88.74,4758.507
616,USEP,13 Jun 2005,41,128.23,4727.071
617,USEP,13 Jun 2005,42,137.71,4686.004
618,USEP,13 Jun 2005,43,137.69,4620.336
619,USEP,13 Jun 2005,44,133.31,4552.967
620,USEP,13 Jun 2005,45,108.06,4471.057
621,USEP,13 Jun 2005,46,101.97,4398.206
622,USEP,13 Jun 2005,47,101.92,4302.877
623,USEP,13 Jun 2005,48,98.35,4184.715
624,USEP,14 Jun 2005,1,98.32,4057.349
625,USEP,14 Jun 2005,2,151.76,3975.801
626,USEP,14 Jun 2005,3,137.75,3925.579
627,USEP,14 Jun 2005,4,133.32,3869.374
628,USEP,14 Jun 2005,5,128.26,3814.987
629,USEP,14 Jun 2005,6,123.18,3769.949
630,USEP,14 Jun 2005,7,122.19,3738.479
631,USEP,14 Jun 2005,8,113.06,3698.972
632,USEP,14 Jun 2005,9,112.05,3682.129
633,USEP,14 Jun 2005,10,112.05,3687.506
634,USEP,14 Jun 2005,11,118.11,3722.023
635,USEP,14 Jun 2005,12,123.19,3779.054
636,USEP,14 Jun 2005,13,128.27,3878.757
637,USEP,14 Jun 2005,14,137.62,3990.696
638,USEP,14 Jun 2005,15,88.61,4133.832
639,USEP,14 Jun 2005,16,98.48,4397.903
640,USEP,14 Jun 2005,17,112.08,4660.806
641,USEP,14 Jun 2005,18,102.53,4872.374
642,USEP,14 Jun 2005,19,102.67,4974.548
643,USEP,14 Jun 2005,20,104.38,5072.387
644,USEP,14 Jun 2005,21,103.65,5141.291
645,USEP,14 Jun 2005,22,104.3,5188.253
646,USEP,14 Jun 2005,23,104.33,5206.89
647,USEP,14 Jun 2005,24,102.97,5166.052
648,USEP,14 Jun 2005,25,102.58,5132.355
649,USEP,14 Jun 2005,26,102.97,5135.615
650,USEP,14 Jun 2005,27,111.36,5173.571
651,USEP,14 Jun 2005,28,134.1,5214.012
652,USEP,14 Jun 2005,29,134.1,5235.274
653,USEP,14 Jun 2005,30,134.11,5231.009
654,USEP,14 Jun 2005,31,157.54,5220.22
655,USEP,14 Jun 2005,32,104.33,5220.379
656,USEP,14 Jun 2005,33,103.66,5196.11
657,USEP,14 Jun 2005,34,103.65,5135.993
658,USEP,14 Jun 2005,35,102.63,5042.547
659,USEP,14 Jun 2005,36,89.04,4908.834
660,USEP,14 Jun 2005,37,88.71,4804.598
661,USEP,14 Jun 2005,38,88.71,4781.861
662,USEP,14 Jun 2005,39,88.79,4792.024
663,USEP,14 Jun 2005,40,88.76,4751.449
664,USEP,14 Jun 2005,41,118.21,4693.196
665,USEP,14 Jun 2005,42,128.33,4637.457
666,USEP,14 Jun 2005,43,119.16,4554.438
667,USEP,14 Jun 2005,44,108.09,4469.441
668,USEP,14 Jun 2005,45,99.6,4412.232
669,USEP,14 Jun 2005,46,98.51,4337.15
670,USEP,14 Jun 2005,47,88.69,4255.727
671,USEP,14 Jun 2005,48,88.87,4154.11
672,USEP,15 Jun 2005,1,95.57,4054.123
673,USEP,15 Jun 2005,2,151.69,3975.046
674,USEP,15 Jun 2005,3,137.66,3899.497
675,USEP,15 Jun 2005,4,132.31,3842.958
676,USEP,15 Jun 2005,5,123.15,3792.473
677,USEP,15 Jun 2005,6,113.02,3708.41
678,USEP,15 Jun 2005,7,112.06,3678.555
679,USEP,15 Jun 2005,8,112.98,3680.991
680,USEP,15 Jun 2005,9,112.06,3672.547
681,USEP,15 Jun 2005,10,112.01,3665.887
682,USEP,15 Jun 2005,11,112.06,3677.641
683,USEP,15 Jun 2005,12,113.0,3726.66
684,USEP,15 Jun 2005,13,123.14,3824.519
685,USEP,15 Jun 2005,14,137.66,3958.501
686,USEP,15 Jun 2005,15,97.62,4129.777
687,USEP,15 Jun 2005,16,117.12,4384.479
688,USEP,15 Jun 2005,17,123.17,4643.362
689,USEP,15 Jun 2005,18,110.05,4852.872
690,USEP,15 Jun 2005,19,112.0,4948.43
691,USEP,15 Jun 2005,20,105.99,5003.92
692,USEP,15 Jun 2005,21,98.83,4979.895
693,USEP,15 Jun 2005,22,99.51,5006.703
694,USEP,15 Jun 2005,23,98.82,5017.732
695,USEP,15 Jun 2005,24,98.8,4975.964
696,USEP,15 Jun 2005,25,98.8,4940.428
697,USEP,15 Jun 2005,26,98.81,4947.744
698,USEP,15 Jun 2005,27,98.81,4978.275
699,USEP,15 Jun 2005,28,98.88,5010.51
700,USEP,15 Jun 2005,29,99.98,5036.444
701,USEP,15 Jun 2005,30,100.91,5053.501
702,USEP,15 Jun 2005,31,105.42,5066.478
703,USEP,15 Jun 2005,32,105.39,5066.84
704,USEP,15 Jun 2005,33,100.92,5040.569
705,USEP,15 Jun 2005,34,104.58,5001.187
706,USEP,15 Jun 2005,35,99.84,4914.286
707,USEP,15 Jun 2005,36,88.69,4773.789
708,USEP,15 Jun 2005,37,87.73,4676.606
709,USEP,15 Jun 2005,38,87.72,4684.946
710,USEP,15 Jun 2005,39,106.49,4773.541
711,USEP,15 Jun 2005,40,101.71,4687.346
712,USEP,15 Jun 2005,41,134.49,4645.494
713,USEP,15 Jun 2005,42,133.4,4599.154
714,USEP,15 Jun 2005,43,131.88,4547.724
715,USEP,15 Jun 2005,44,125.17,4453.08
716,USEP,15 Jun 2005,45,105.14,4327.623
717,USEP,15 Jun 2005,46,104.37,4280.606
718,USEP,15 Jun 2005,47,101.44,4220.37
719,USEP,15 Jun 2005,48,98.38,4158.851
720,USEP,16 Jun 2005,1,98.33,4021.54
721,USEP,16 Jun 2005,2,158.21,3959.162
722,USEP,16 Jun 2005,3,148.49,3882.415
723,USEP,16 Jun 2005,4,138.33,3795.698
724,USEP,16 Jun 2005,5,119.04,3708.748
725,USEP,16 Jun 2005,6,105.79,3667.974
726,USEP,16 Jun 2005,7,118.05,3663.65
727,USEP,16 Jun 2005,8,94.68,3637.851
728,USEP,16 Jun 2005,9,94.69,3625.58
729,USEP,16 Jun 2005,10,92.53,3616.694
730,USEP,16 Jun 2005,11,94.68,3633.443
731,USEP,16 Jun 2005,12,105.8,3698.754
732,USEP,16 Jun 2005,13,124.15,3811.145
733,USEP,16 Jun 2005,14,155.47,3988.017
734,USEP,16 Jun 2005,15,110.35,4176.023
735,USEP,16 Jun 2005,16,124.1,4404.275
736,USEP,16 Jun 2005,17,163.7,4659.937
737,USEP,16 Jun 2005,18,125.13,4851.192
738,USEP,16 Jun 2005,19,123.12,4977.221
739,USEP,16 Jun 2005,20,137.73,5033.845
740,USEP,16 Jun 2005,21,119.26,5088.281
741,USEP,16 Jun 2005,22,109.38,5108.106
742,USEP,16 Jun 2005,23,100.94,5103.42
743,USEP,16 Jun 2005,24,98.85,5066.517
744,USEP,16 Jun 2005,25,98.84,5042.731
745,USEP,16 Jun 2005,26,100.07,5061.682
746,USEP,16 Jun 2005,27,100.98,5103.36
747,USEP,16 Jun 2005,28,102.52,5142.345
748,USEP,16 Jun 2005,29,103.0,5159.531
749,USEP,16 Jun 2005,30,102.99,5139.681
750,USEP,16 Jun 2005,31,103.0,5132.608
751,USEP,16 Jun 2005,32,103.01,5133.747
752,USEP,16 Jun 2005,33,105.4,5131.406
753,USEP,16 Jun 2005,34,105.28,5093.813
754,USEP,16 Jun 2005,35,98.78,5006.008
755,USEP,16 Jun 2005,36,98.5,4887.578
756,USEP,16 Jun 2005,37,88.76,4793.093
757,USEP,16 Jun 2005,38,88.76,4783.839
758,USEP,16 Jun 2005,39,88.68,4772.358
759,USEP,16 Jun 2005,40,88.76,4751.255
760,USEP,16 Jun 2005,41,98.56,4716.117
761,USEP,16 Jun 2005,42,130.35,4664.917
762,USEP,16 Jun 2005,43,137.76,4601.057
763,USEP,16 Jun 2005,44,125.26,4516.582
764,USEP,16 Jun 2005,45,99.62,4436.724
765,USEP,16 Jun 2005,46,98.52,4371.498
766,USEP,16 Jun 2005,47,98.52,4300.278
767,USEP,16 Jun 2005,48,98.51,4234.818
768,USEP,17 Jun 2005,1,119.17,4155.685
769,USEP,17 Jun 2005,2,162.37,4071.32
770,USEP,17 Jun 2005,3,151.66,3963.436
771,USEP,17 Jun 2005,4,143.57,3909.347
772,USEP,17 Jun 2005,5,138.46,3860.472
773,USEP,17 Jun 2005,6,137.71,3834.216
774,USEP,17 Jun 2005,7,134.33,3802.681
775,USEP,17 Jun 2005,8,128.3,3764.283
776,USEP,17 Jun 2005,9,128.33,3754.427
777,USEP,17 Jun 2005,10,128.33,3756.709
778,USEP,17 Jun 2005,11,129.29,3775.779
779,USEP,17 Jun 2005,12,137.7,3840.493
780,USEP,17 Jun 2005,13,150.45,3938.496
781,USEP,17 Jun 2005,14,155.28,4045.918
782,USEP,17 Jun 2005,15,98.5,4200.157
783,USEP,17 Jun 2005,16,119.04,4446.927
784,USEP,17 Jun 2005,17,139.39,4687.918
785,USEP,17 Jun 2005,18,114.13,4887.677
786,USEP,17 Jun 2005,19,107.45,5011.46
787,USEP,17 Jun 2005,20,107.48,5100.095
788,USEP,17 Jun 2005,21,108.92,5208.123
789,USEP,17 Jun 2005,22,109.59,5268.125
790,USEP,17 Jun 2005,23,108.02,5221.378
791,USEP,17 Jun 2005,24,106.04,5192.204
792,USEP,17 Jun 2005,25,100.96,5111.416
793,USEP,17 Jun 2005,26,99.69,5044.282
794,USEP,17 Jun 2005,27,99.71,5067.273
795,USEP,17 Jun 2005,28,100.1,5107.778
796,USEP,17 Jun 2005,29,100.13,5131.117
797,USEP,17 Jun 2005,30,100.05,5124.756
798,USEP,17 Jun 2005,31,99.06,5102.018
799,USEP,17 Jun 2005,32,98.82,5099.309
800,USEP,17 Jun 2005,33,98.74,5082.247
801,USEP,17 Jun 2005,34,98.66,5036.807
802,USEP,17 Jun 2005,35,99.99,4941.944
803,USEP,17 Jun 2005,36,88.92,4796.88
804,USEP,17 Jun 2005,37,87.77,4699.264
805,USEP,17 Jun 2005,38,88.68,4705.979
806,USEP,17 Jun 2005,39,88.83,4715.834
807,USEP,17 Jun 2005,40,88.76,4678.231
808,USEP,17 Jun 2005,41,118.13,4640.414
809,USEP,17 Jun 2005,42,107.89,4591.907
810,USEP,17 Jun 2005,43,105.91,4521.264
811,USEP,17 Jun 2005,44,105.13,4437.713
812,USEP,17 Jun 2005,45,105.13,4368.322
813,USEP,17 Jun 2005,46,102.87,4321.365
814,USEP,17 Jun 2005,47,102.88,4262.028
815,USEP,17 Jun 2005,48,102.89,4230.091
816,USEP,18 Jun 2005,1,123.19,4156.883
817,USEP,18 Jun 2005,2,103.42,4020.641
818,USEP,18 Jun 2005,3,131.18,3942.577
819,USEP,18 Jun 2005,4,137.61,3886.798
820,USEP,18 Jun 2005,5,132.26,3833.52
821,USEP,18 Jun 2005,6,130.71,3785.808
822,USEP,18 Jun 2005,7,123.17,3741.486
823,USEP,18 Jun 2005,8,122.14,3709.876
824,USEP,18 Jun 2005,9,122.15,3693.764
825,USEP,18 Jun 2005,10,122.08,3676.18
826,USEP,18 Jun 2005,11,122.14,3682.745
827,USEP,18 Jun 2005,12,127.2,3728.742
828,USEP,18 Jun 2005,13,127.21,3735.84
829,USEP,18 Jun 2005,14,128.25,3782.592
830,USEP,18 Jun 2005,15,101.54,3828.943
831,USEP,18 Jun 2005,16,102.78,3979.34
832,USEP,18 Jun 2005,17,111.94,4115.493
833,USEP,18 Jun 2005,18,115.05,4293.28
834,USEP,18 Jun 2005,19,122.19,4420.323
835,USEP,18 Jun 2005,20,124.16,4523.083
836,USEP,18 Jun 2005,21,129.25,4612.374
837,USEP,18 Jun 2005,22,109.72,4632.462
838,USEP,18 Jun 2005,23,108.34,4637.119
839,USEP,18 Jun 2005,24,109.79,4628.67
840,USEP,18 Jun 2005,25,108.95,4618.541
841,USEP,18 Jun 2005,26,122.23,4567.142
842,USEP,18 Jun 2005,27,108.03,4497.587
843,USEP,18 Jun 2005,28,124.15,4458.428
844,USEP,18 Jun 2005,29,129.2,4428.086
845,USEP,18 Jun 2005,30,122.15,4377.621
846,USEP,18 Jun 2005,31,109.96,4348.029
847,USEP,18 Jun 2005,32,107.04,4338.611
848,USEP,18 Jun 2005,33,92.69,4318.388
849,USEP,18 Jun 2005,34,87.66,4304.144
850,USEP,18 Jun 2005,35,96.61,4266.089
851,USEP,18 Jun 2005,36,117.13,4223.148
852,USEP,18 Jun 2005,37,87.58,4212.706
853,USEP,18 Jun 2005,38,87.66,4280.437
854,USEP,18 Jun 2005,39,105.87,4320.282
855,USEP,18 Jun 2005,40,110.94,4309.407
856,USEP,18 Jun 2005,41,110.93,4311.947
857,USEP,18 Jun 2005,42,110.93,4315.297
858,USEP,18 Jun 2005,43,105.87,4294.945
859,USEP,18 Jun 2005,44,110.92,4235.911
860,USEP,18 Jun 2005,45,120.17,4183.955
861,USEP,18 Jun 2005,46,114.98,4152.191
862,USEP,18 Jun 2005,47,114.09,4135.582
863,USEP,18 Jun 2005,48,114.07,4077.383
864,USEP,19 Jun 2005,1,137.67,4008.216
865,USEP,19 Jun 2005,2,127.3,3940.797
866,USEP,19 Jun 2005,3,93.66,3865.691
867,USEP,19 Jun 2005,4,101.58,3815.966
868,USEP,19 Jun 2005,5,87.54,3767.131
869,USEP,19 Jun 2005,6,87.53,3723.226
870,USEP,19 Jun 2005,7,87.48,3682.556
871,USEP,19 Jun 2005,8,87.37,3638.86
872,USEP,19 Jun 2005,9,87.27,3611.033
873,USEP,19 Jun 2005,10,87.27,3592.883
874,USEP,19 Jun 2005,11,87.27,3574.185
875,USEP,19 Jun 2005,12,87.27,3571.412
876,USEP,19 Jun 2005,13,87.27,3591.262
877,USEP,19 Jun 2005,14,87.35,3608.886
878,USEP,19 Jun 2005,15,87.28,3575.239
879,USEP,19 Jun 2005,16,87.37,3611.908
880,USEP,19 Jun 2005,17,87.43,3673.595
881,USEP,19 Jun 2005,18,87.5,3755.998
882,USEP,19 Jun 2005,19,100.35,3843.823
883,USEP,19 Jun 2005,20,117.12,3924.744
884,USEP,19 Jun 2005,21,127.21,3996.551
885,USEP,19 Jun 2005,22,130.2,4066.081
886,USEP,19 Jun 2005,23,94.07,4051.703
887,USEP,19 Jun 2005,24,93.39,4044.591
888,USEP,19 Jun 2005,25,87.61,4028.752
889,USEP,19 Jun 2005,26,87.62,4035.208
890,USEP,19 Jun 2005,27,98.6,4028.886
891,USEP,19 Jun 2005,28,98.78,4028.284
892,USEP,19 Jun 2005,29,98.77,4033.876
893,USEP,19 Jun 2005,30,100.79,4044.203
894,USEP,19 Jun 2005,31,117.07,4052.16
895,USEP,19 Jun 2005,32,117.08,4051.305
896,USEP,19 Jun 2005,33,116.04,4040.004
897,USEP,19 Jun 2005,34,182.37,4018.156
898,USEP,19 Jun 2005,35,176.49,3992.287
899,USEP,19 Jun 2005,36,142.36,3975.493
900,USEP,19 Jun 2005,37,137.32,4007.987
901,USEP,19 Jun 2005,38,100.82,4101.855
902,USEP,19 Jun 2005,39,101.01,4185.098
903,USEP,19 Jun 2005,40,100.84,4214.033
904,USEP,19 Jun 2005,41,100.85,4232.71
905,USEP,19 Jun 2005,42,103.59,4254.404
906,USEP,19 Jun 2005,43,100.84,4259.598
907,USEP,19 Jun 2005,44,100.83,4236.259
908,USEP,19 Jun 2005,45,100.86,4198.914
909,USEP,19 Jun 2005,46,100.87,4195.242
910,USEP,19 Jun 2005,47,101.87,4170.178
911,USEP,19 Jun 2005,48,110.12,4106.721
912,USEP,20 Jun 2005,1,99.73,4034.984
913,USEP,20 Jun 2005,2,188.59,3952.298
914,USEP,20 Jun 2005,3,169.86,3870.407
915,USEP,20 Jun 2005,4,160.1,3809.247
916,USEP,20 Jun 2005,5,160.07,3769.591
917,USEP,20 Jun 2005,6,155.87,3722.61
918,USEP,20 Jun 2005,7,146.6,3690.21
919,USEP,20 Jun 2005,8,129.23,3669.883
920,USEP,20 Jun 2005,9,92.52,3626.112
921,USEP,20 Jun 2005,10,92.52,3620.729
922,USEP,20 Jun 2005,11,92.51,3619.875
923,USEP,20 Jun 2005,12,106.96,3647.985
924,USEP,20 Jun 2005,13,119.15,3762.762
925,USEP,20 Jun 2005,14,124.21,3902.051
926,USEP,20 Jun 2005,15,88.57,4092.581
927,USEP,20 Jun 2005,16,102.24,4364.674
928,USEP,20 Jun 2005,17,116.96,4628.7
929,USEP,20 Jun 2005,18,102.89,4821.974
930,USEP,20 Jun 2005,19,105.94,4936.085
931,USEP,20 Jun 2005,20,104.25,5044.287
932,USEP,20 Jun 2005,21,104.28,5138.558
933,USEP,20 Jun 2005,22,106.0,5209.524
934,USEP,20 Jun 2005,23,105.98,5197.452
935,USEP,20 Jun 2005,24,102.96,5150.143
936,USEP,20 Jun 2005,25,106.02,5115.462
937,USEP,20 Jun 2005,26,106.12,5120.939
938,USEP,20 Jun 2005,27,102.96,5161.082
939,USEP,20 Jun 2005,28,105.99,5203.66
940,USEP,20 Jun 2005,29,106.02,5234.404
941,USEP,20 Jun 2005,30,106.0,5226.904
942,USEP,20 Jun 2005,31,105.98,5208.59
943,USEP,20 Jun 2005,32,106.01,5234.518
944,USEP,20 Jun 2005,33,105.99,5219.161
945,USEP,20 Jun 2005,34,102.96,5158.234
946,USEP,20 Jun 2005,35,100.92,5039.789
947,USEP,20 Jun 2005,36,98.82,4900.773
948,USEP,20 Jun 2005,37,98.67,4798.336
949,USEP,20 Jun 2005,38,98.67,4793.674
950,USEP,20 Jun 2005,39,98.67,4793.093
951,USEP,20 Jun 2005,40,98.6,4768.064
